physician_id,raters_group,completed_by,rater_name,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_listens_to_patients_and_their_families_concerns_and_responds_to_them_thoroughly,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_treats_patients_with_dignity_irrespective_of_their_religion_culture_age_race_sexual_orientation_gender_and_socio_economic_status,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_respects_patients_confidentiality_i_e_does_not_discuss_confidential_patient_information_in_areas_where_others_can_overhear_the_conversation_like_hallways_elevators_coffee_shops_etc,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_takes_time_to_explain_to_patients_their_medical_condition_treatment_options_methods_utilized_and_outcomes,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_treats_healthcare_workers_with_dignity_irrespective_of_their_religion_culture_age_race_sexual_orientation_and_gender,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_uses_respectful_language_with_other_healthcare_workers_i_e_avoids_abusive_language_offensive_comments_racial_or_ethnic_slurs_threats_of_violence_and_foul_or_rude_intimidating_language,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_responds_in_timely_fashion_to_phone_calls_and_paging_regarding_patient_care,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_arrives_on_time_to_scheduled_appointments_i_e_clinic_or_rounds_shift_etc,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_receptive_to_the_suggestions_and_concerns_of_other_healthcare_coworkers_both_physician_and_non_physician_health_providers,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_communicates_directly_and_clearly_with_healthcare_workers_both_physician_and_non_physician_health_providers_about_patient_care,comments,fillout_date
PHYS_2401bb3f8ee0,Hospital Staff,PHYS_8ca47179b6a7,PHYS_a795f20dc1a0,,,,,4.0,4.0,,,4.0,4.0,D/A,08/24/23 11:09 AM
PHYS_20d06ace891d,Hospital Staff,PHYS_8ca47179b6a7,PHYS_a795f20dc1a0,,,,,4.0,4.0,,,4.0,4.0,D/A,08/24/23 11:09 AM
PHYS_d85b718fdd5d,Hospital Staff,PHYS_8ca47179b6a7,PHYS_a795f20dc1a0,,,,,4.0,4.0,,,4.0,4.0,D/A,08/24/23 11:09 AM
PHYS_719ec762a045,Hospital Staff,PHYS_8ca47179b6a7,PHYS_a795f20dc1a0,,,,,4.0,4.0,,,4.0,4.0,D/A,08/24/23 11:10 AM
PHYS_af8e43e0ecda,Hospital Staff,PHYS_8ca47179b6a7,PHYS_a795f20dc1a0,,,,,4.0,4.0,,,4.0,4.0,D/A,08/24/23 11:10 AM
PHYS_062bed0d47f0,Hospital Staff,PHYS_8ca47179b6a7,PHYS_a795f20dc1a0,,,,,4.0,4.0,,,4.0,4.0,D/A,08/24/23 11:11 AM
PHYS_173bbc0bcea0,Hospital Staff,PHYS_8ca47179b6a7,PHYS_a795f20dc1a0,,,,,4.0,4.0,,,4.0,4.0,D/A,08/24/23 11:11 AM
PHYS_12590e0e5875,Hospital Staff,PHYS_319663ea13b6,PHYS_3cd98513db5c,,,,,,,,,,,D/A,07/24/23 02:25 PM
PHYS_eb066433ad96,Hospital Staff,PHYS_319663ea13b6,PHYS_3cd98513db5c,,,,,,,,,,,D/A,07/24/23 02:27 PM
PHYS_99cce52880ad,Hospital Staff,PHYS_319663ea13b6,PHYS_3cd98513db5c,,,,,,,,,,,D/A,07/24/23 02:27 PM
PHYS_dfc6899e9a0d,Hospital Staff,PHYS_319663ea13b6,PHYS_3cd98513db5c,,,,,,,,,,,D/A,07/24/23 02:28 PM
PHYS_0d0e3dd63767,Hospital Staff,PHYS_319663ea13b6,PHYS_3cd98513db5c,,,,,,,,,,,D/A,07/24/23 02:28 PM
PHYS_1688b5a58eea,Hospital Staff,PHYS_319663ea13b6,PHYS_3cd98513db5c,,,,,,,,,,,D/A,07/24/23 02:29 PM
PHYS_88588d0b818d,Hospital Staff,PHYS_319663ea13b6,PHYS_3cd98513db5c,,,,,,,,,,,D/A,07/24/23 02:30 PM
PHYS_eb066433ad96,Hospital Staff,PHYS_ac7dffb4c162,PHYS_ea68a6f0308e,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,D/A,07/17/23 11:23 AM
PHYS_d7f2fcf5aab1,Hospital Staff,PHYS_ac7dffb4c162,PHYS_ea68a6f0308e,,,,,,,,,,,D/A,08/08/2023 08:12
PHYS_dbfb1f920bb7,Hospital Staff,PHYS_ac7dffb4c162,PHYS_ea68a6f0308e,,,,,,,,,,,D/A,08/08/2023 08:12
PHYS_c095cef8c27f,Hospital Staff,PHYS_ac7dffb4c162,PHYS_ea68a6f0308e,,,,,,,,,,,D/A,08/08/2023 08:13
PHYS_1ebf0ed0a490,Hospital Staff,PHYS_ac7dffb4c162,PHYS_ea68a6f0308e,,,,,,,,,,,D/A,08/08/2023 08:13
PHYS_619b3b7381eb,Hospital Staff,PHYS_ac7dffb4c162,PHYS_ea68a6f0308e,,,,,,,,,,,D/A,08/08/2023 08:14
PHYS_71323b62398a,Hospital Staff,PHYS_ac7dffb4c162,PHYS_ea68a6f0308e,,,,,,,,,,,D/A,08/08/2023 08:14
PHYS_99cce52880ad,Hospital Staff,PHYS_ac7dffb4c162,PHYS_ea68a6f0308e,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/17/23 11:25 AM
PHYS_5d72b8a63454,Hospital Staff,PHYS_ac7dffb4c162,PHYS_ea68a6f0308e,,,,,,,,,,,D/A,08/08/2023 08:14
PHYS_0d0e3dd63767,Hospital Staff,PHYS_ac7dffb4c162,PHYS_ea68a6f0308e,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,D/A,07/17/23 11:25 AM
PHYS_86b3510033de,Hospital Staff,PHYS_a1debbd81d0e,PHYS_8e72fbbcd931,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/23/23 11:25 AM
PHYS_85a5920c4590,Hospital Staff,PHYS_a1debbd81d0e,PHYS_8e72fbbcd931,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/23/23 11:25 AM
PHYS_6ba27db1e944,Hospital Staff,PHYS_a1debbd81d0e,PHYS_8e72fbbcd931,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/23/23 11:26 AM
PHYS_581bbef004e2,Hospital Staff,PHYS_a1debbd81d0e,PHYS_8e72fbbcd931,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/23/23 11:28 AM
PHYS_7e91f7e56fd6,Hospital Staff,PHYS_a1debbd81d0e,PHYS_8e72fbbcd931,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/23/23 11:35 AM
PHYS_c0ec96466136,Hospital Staff,PHYS_a1debbd81d0e,PHYS_8e72fbbcd931,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/23/23 11:35 AM
PHYS_0f7dbc32ada3,Hospital Staff,PHYS_a1debbd81d0e,PHYS_8e72fbbcd931,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/23/23 11:35 AM
PHYS_ac5b921afe90,Hospital Staff,PHYS_a1debbd81d0e,PHYS_8e72fbbcd931,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/23/23 11:36 AM
PHYS_a181ee51a3bd,Hospital Staff,PHYS_a1debbd81d0e,PHYS_8e72fbbcd931,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/23/23 11:36 AM
PHYS_4a8090d81fa2,Hospital Staff,PHYS_a1debbd81d0e,PHYS_8e72fbbcd931,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/23/23 11:36 AM
PHYS_d96d1fbcd51c,Hospital Staff,PHYS_a1debbd81d0e,PHYS_8e72fbbcd931,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/23/23 11:36 AM
PHYS_a7715e5b65f0,Hospital Staff,PHYS_a1debbd81d0e,PHYS_8e72fbbcd931,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/23/23 11:37 AM
PHYS_1f0f25eeec49,Hospital Staff,PHYS_a1debbd81d0e,PHYS_8e72fbbcd931,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/23/23 11:37 AM
PHYS_2401bb3f8ee0,Hospital Staff,PHYS_a1debbd81d0e,PHYS_8e72fbbcd931,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/23/23 11:37 AM
PHYS_20d06ace891d,Hospital Staff,PHYS_a1debbd81d0e,PHYS_8e72fbbcd931,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/23/23 11:38 AM
PHYS_27f3b0864aab,Hospital Staff,PHYS_a1debbd81d0e,PHYS_8e72fbbcd931,,,,,,,,,,,D/A,08/23/23 11:39 AM
PHYS_d85b718fdd5d,Hospital Staff,PHYS_a1debbd81d0e,PHYS_8e72fbbcd931,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/23/23 11:39 AM
PHYS_3d4ce6827916,Hospital Staff,PHYS_a1debbd81d0e,PHYS_8e72fbbcd931,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/23/23 11:39 AM
PHYS_437571541151,Hospital Staff,PHYS_a1debbd81d0e,PHYS_8e72fbbcd931,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/23/23 11:40 AM
PHYS_0c7fca4357ff,Hospital Staff,PHYS_a1debbd81d0e,PHYS_8e72fbbcd931,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/23/23 11:40 AM
PHYS_fbac4acc1040,Hospital Staff,PHYS_a1debbd81d0e,PHYS_8e72fbbcd931,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/23/23 11:40 AM
PHYS_e175501ebe36,Hospital Staff,PHYS_a1debbd81d0e,PHYS_8e72fbbcd931,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/23/23 11:41 AM
PHYS_63c6c95d0a19,Hospital Staff,PHYS_a1debbd81d0e,PHYS_8e72fbbcd931,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/23/23 11:41 AM
PHYS_e74ee551fa09,Hospital Staff,PHYS_a1debbd81d0e,PHYS_8e72fbbcd931,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/23/23 11:41 AM
PHYS_4358aa6d482d,Hospital Staff,PHYS_a1debbd81d0e,PHYS_8e72fbbcd931,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/23/23 11:42 AM
PHYS_386184a463dd,Hospital Staff,PHYS_9790fef6c213,PHYS_8b4da24cc18a,3.0,4.0,4.0,2.0,4.0,4.0,,3.0,3.0,3.0,D/A,06/15/23 09:52 AM
PHYS_275b50e0b410,Hospital Staff,PHYS_9790fef6c213,PHYS_8b4da24cc18a,4.0,4.0,4.0,4.0,3.0,1.0,,4.0,2.0,2.0,"Sometimes not respectful with nurses, he doesn&#x27;t refer to us using our names when he is asking for stuff, doesn&#x27;t include us in the plan of care, ",06/15/23 09:58 AM
PHYS_8f59f6be6839,Hospital Staff,PHYS_9790fef6c213,PHYS_8b4da24cc18a,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,3.0,3.0,D/A,06/15/23 09:59 AM
PHYS_128eb7334060,Hospital Staff,PHYS_9790fef6c213,PHYS_8b4da24cc18a,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,D/A,06/15/23 10:00 AM
PHYS_5a6d025ce91f,Hospital Staff,PHYS_9790fef6c213,PHYS_8b4da24cc18a,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,D/A,06/15/23 10:01 AM
PHYS_ef6863b21a42,Hospital Staff,PHYS_9790fef6c213,PHYS_8b4da24cc18a,,,,,,,,,,,D/A,06/15/23 10:02 AM
PHYS_f30aea089ea3,Hospital Staff,PHYS_9790fef6c213,PHYS_8b4da24cc18a,,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,D/A,06/15/23 10:03 AM
PHYS_df5f76dbc953,Hospital Staff,PHYS_9790fef6c213,PHYS_8b4da24cc18a,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,3.0,4.0,D/A,06/15/23 10:05 AM
PHYS_343af737a77c,Hospital Staff,PHYS_9790fef6c213,PHYS_8b4da24cc18a,,,,,,,,,,,D/A,06/15/23 10:04 AM
PHYS_92df458d73ce,Hospital Staff,PHYS_9790fef6c213,PHYS_8b4da24cc18a,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,3.0,D/A,06/15/23 10:06 AM
PHYS_8a41b9458bd0,Hospital Staff,PHYS_9790fef6c213,PHYS_8b4da24cc18a,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/15/23 10:06 AM
PHYS_c01b77b1fef3,Hospital Staff,PHYS_9790fef6c213,PHYS_8b4da24cc18a,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/15/23 10:07 AM
PHYS_77649ca0900b,Hospital Staff,PHYS_9790fef6c213,PHYS_8b4da24cc18a,,,,,,,,,,,D/A,06/15/23 10:04 AM
PHYS_b7c50165ca33,Hospital Staff,PHYS_9790fef6c213,PHYS_8b4da24cc18a,3.0,4.0,4.0,4.0,4.0,2.0,,3.0,1.0,3.0,"Most of the comments given to nurses are not patient related or nursing related instructions as cleanliness of the corridors or OR rooms or part of the job of the assigned RN. 
Sometimes harah comments are given infront of patient not separately.",06/15/23 10:13 AM
PHYS_4bf042862ce8,Hospital Staff,PHYS_447687dd64c1,PHYS_95a0f47275b5,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,D/A,06/26/23 07:38 AM
PHYS_86b3510033de,Medical Staff,PHYS_0f37fa0ac93d,PHYS_ca404b5fc4fc,,,,,,,,,,,D/A,06/16/23 02:06 PM
PHYS_fa6a74aacd93,Medical Staff,PHYS_0f37fa0ac93d,PHYS_ca404b5fc4fc,,,,,,,,,,,D/A,06/16/23 02:07 PM
PHYS_6ba27db1e944,Medical Staff,PHYS_0f37fa0ac93d,PHYS_ca404b5fc4fc,,,,,,,,,,,D/A,06/16/23 02:07 PM
PHYS_581bbef004e2,Medical Staff,PHYS_0f37fa0ac93d,PHYS_ca404b5fc4fc,,,,,,,,,,,D/A,06/16/23 02:08 PM
PHYS_b329c20113ca,Medical Staff,PHYS_0f37fa0ac93d,PHYS_ca404b5fc4fc,,,,,,,,,,,D/A,06/16/23 02:09 PM
PHYS_ac5b921afe90,Medical Staff,PHYS_0f37fa0ac93d,PHYS_ca404b5fc4fc,,,,,,,,,,,D/A,06/19/23 06:01 PM
PHYS_a7715e5b65f0,Medical Staff,PHYS_0f37fa0ac93d,PHYS_ca404b5fc4fc,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/16/23 02:10 PM
PHYS_5f752ce1a40c,Medical Staff,PHYS_0f37fa0ac93d,PHYS_ca404b5fc4fc,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,06/16/23 02:11 PM
PHYS_5a42763cd787,Medical Staff,PHYS_0f37fa0ac93d,PHYS_ca404b5fc4fc,,,,,,,,,,,D/A,06/19/23 06:01 PM
PHYS_27f3b0864aab,Medical Staff,PHYS_0f37fa0ac93d,PHYS_ca404b5fc4fc,,,,,,,,,,,D/A,06/19/23 06:01 PM
PHYS_437571541151,Medical Staff,PHYS_0f37fa0ac93d,PHYS_ca404b5fc4fc,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,06/16/23 02:13 PM
PHYS_a94e0cb739e1,Medical Staff,PHYS_0f37fa0ac93d,PHYS_ca404b5fc4fc,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,06/16/23 02:12 PM
PHYS_55de23dce1a6,Medical Staff,PHYS_0f37fa0ac93d,PHYS_ca404b5fc4fc,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/15/23 07:36 AM
PHYS_e74ee551fa09,Medical Staff,PHYS_0f37fa0ac93d,PHYS_ca404b5fc4fc,,,,,,,,,,,D/A,06/19/23 06:02 PM
PHYS_86b3510033de,Hospital Staff,PHYS_e4028a678ee3,PHYS_ed1fa5d01b51,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/18/23 08:15 PM
PHYS_05378cdaf36f,Hospital Staff,PHYS_e4028a678ee3,PHYS_ed1fa5d01b51,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,D/A,07/18/23 08:16 PM
PHYS_12590e0e5875,Head of Division,PHYS_0d0e3dd63767,PHYS_b85f57d15e4b,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,D/A,07/29/23 01:32 PM
PHYS_eb066433ad96,Head of Division,PHYS_0d0e3dd63767,PHYS_b85f57d15e4b,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,D/A,07/29/23 01:42 PM
PHYS_99cce52880ad,Head of Division,PHYS_0d0e3dd63767,PHYS_b85f57d15e4b,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/29/23 01:43 PM
PHYS_dfc6899e9a0d,Head of Division,PHYS_0d0e3dd63767,PHYS_b85f57d15e4b,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,D/A,07/29/23 01:44 PM
PHYS_1688b5a58eea,Head of Division,PHYS_0d0e3dd63767,PHYS_b85f57d15e4b,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,D/A,07/29/23 01:45 PM
PHYS_88588d0b818d,Head of Division,PHYS_0d0e3dd63767,PHYS_b85f57d15e4b,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,07/29/23 01:46 PM
PHYS_0d0e3dd63767,Faculty Self-Evaluation,PHYS_0d0e3dd63767,PHYS_b85f57d15e4b,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/29/23 01:46 PM
PHYS_177f77b135b4,Faculty Self-Evaluation,PHYS_177f77b135b4,PHYS_177f77b135b4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,D/A,07/18/23 01:34 PM
PHYS_65af24a9759c,Faculty Self-Evaluation,PHYS_65af24a9759c,PHYS_65af24a9759c,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,D/A,06/25/23 05:26 PM
PHYS_e175501ebe36,Faculty Self-Evaluation,PHYS_e175501ebe36,PHYS_e175501ebe36,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/20/23 10:43 PM
PHYS_088c3a358426,Hospital Staff,PHYS_5cdb007a3956,PHYS_b6917ce0434e,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,,3.0,"Dr. Hajj is a good doctor to talk about. he is a good listener to his patients and discusses with them all related concerns and ideas. He is attentive, calm, friendly, humorous, mature, passionate, responsible, reassuring, and hardworking. i am so glad to work with Dr. Hajj",06/15/23 08:50 AM
PHYS_ec334b6ce571,Hospital Staff,PHYS_5cdb007a3956,PHYS_b6917ce0434e,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,,,D/A,06/15/23 08:55 AM
PHYS_88588d0b818d,Hospital Staff,PHYS_5cdb007a3956,PHYS_b6917ce0434e,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,D/A,07/18/23 11:47 AM
PHYS_7aa4bfb13ec8,Hospital Staff,PHYS_6b9f359bfbd4,PHYS_1c51f9c6e62b,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/26/23 10:51 AM
PHYS_7e2b1beb5fa0,Hospital Staff,PHYS_6b9f359bfbd4,PHYS_1c51f9c6e62b,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,D/A,06/26/23 10:54 AM
PHYS_66c9388ca309,Hospital Staff,PHYS_6b9f359bfbd4,PHYS_1c51f9c6e62b,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/26/23 10:54 AM
PHYS_85c37beeac3a,Hospital Staff,PHYS_6b9f359bfbd4,PHYS_1c51f9c6e62b,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/26/23 10:55 AM
PHYS_8aa04f92bb46,Hospital Staff,PHYS_6b9f359bfbd4,PHYS_1c51f9c6e62b,4.0,4.0,4.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,D/A,06/26/23 10:57 AM
PHYS_177f77b135b4,Hospital Staff,PHYS_6b9f359bfbd4,PHYS_1c51f9c6e62b,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/26/23 10:57 AM
PHYS_b52b9a0ebf16,Hospital Staff,PHYS_6b9f359bfbd4,PHYS_1c51f9c6e62b,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/26/23 11:07 AM
PHYS_44aa26beae78,Hospital Staff,PHYS_6b9f359bfbd4,PHYS_1c51f9c6e62b,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/26/23 11:08 AM
PHYS_f430cfb31b6d,Hospital Staff,PHYS_6b9f359bfbd4,PHYS_1c51f9c6e62b,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/26/23 11:08 AM
PHYS_2dd4c5aa0461,Hospital Staff,PHYS_6b9f359bfbd4,PHYS_1c51f9c6e62b,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/26/23 11:08 AM
PHYS_ac7336a02460,Hospital Staff,PHYS_6b9f359bfbd4,PHYS_1c51f9c6e62b,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/26/23 11:08 AM
PHYS_81a7aa72e7dc,Medical Staff,PHYS_d0cbfac1d257,PHYS_101026fa3262,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/25/23 02:09 PM
PHYS_ed3fe1ca099a,Medical Staff,PHYS_d0cbfac1d257,PHYS_101026fa3262,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/25/23 02:10 PM
PHYS_dc16685e7615,Medical Staff,PHYS_d0cbfac1d257,PHYS_101026fa3262,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/25/23 02:10 PM
PHYS_75f2f98bdf72,Medical Staff,PHYS_d0cbfac1d257,PHYS_101026fa3262,,,,,,,,,,,D/A,07/25/23 02:10 PM
PHYS_7936c3398396,Medical Staff,PHYS_d0cbfac1d257,PHYS_101026fa3262,,,,,,,,,,,D/A,07/25/23 02:11 PM
PHYS_9559b23f8d4b,Medical Staff,PHYS_d0cbfac1d257,PHYS_101026fa3262,,,,,,,,,,,D/A,07/25/23 02:11 PM
PHYS_cb0a8cb3e016,Medical Staff,PHYS_d0cbfac1d257,PHYS_101026fa3262,,,,,,,,,,,D/A,07/25/23 02:11 PM
PHYS_de3a95430804,Medical Staff,PHYS_d0cbfac1d257,PHYS_101026fa3262,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/25/23 02:11 PM
PHYS_188031344e32,Medical Staff,PHYS_d0cbfac1d257,PHYS_101026fa3262,,,,,,,,,,,D/A,07/25/23 02:12 PM
PHYS_05d7d01a4662,Medical Staff,PHYS_d0cbfac1d257,PHYS_101026fa3262,,,,,,,,,,,D/A,07/25/23 02:12 PM
PHYS_9ae8114ad5ec,Medical Staff,PHYS_d0cbfac1d257,PHYS_101026fa3262,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/25/23 02:12 PM
PHYS_3ed9f4f595ea,Medical Staff,PHYS_d0cbfac1d257,PHYS_101026fa3262,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/25/23 02:13 PM
PHYS_155ddef11442,Medical Staff,PHYS_d0cbfac1d257,PHYS_101026fa3262,,,,,,,,,,,D/A,07/25/23 02:13 PM
PHYS_f24b5ac4ffcc,Medical Staff,PHYS_d0cbfac1d257,PHYS_101026fa3262,,,,,,,,,,,D/A,07/25/23 02:13 PM
PHYS_474fe7a78d1e,Medical Staff,PHYS_d0cbfac1d257,PHYS_101026fa3262,,,,,,,,,,,D/A,07/25/23 02:13 PM
PHYS_1d0fc2c6d865,Medical Staff,PHYS_783120316b05,PHYS_3de3cf7c0cc7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/10/2023 10:36
PHYS_0f6500b55151,Medical Staff,PHYS_783120316b05,PHYS_3de3cf7c0cc7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/10/2023 10:37
PHYS_d8f8cc7a2c53,Medical Staff,PHYS_783120316b05,PHYS_3de3cf7c0cc7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/10/2023 10:49
PHYS_4b557f2781cb,Medical Staff,PHYS_783120316b05,PHYS_3de3cf7c0cc7,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,D/A,07/10/2023 11:07
PHYS_a7c9ab176f48,Medical Staff,PHYS_783120316b05,PHYS_3de3cf7c0cc7,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,D/A,07/13/23 10:40 AM
PHYS_11bed525f8a2,Medical Staff,PHYS_783120316b05,PHYS_3de3cf7c0cc7,,,,,,,,,,,D/A,07/10/2023 18:52
PHYS_ded69ffc7130,Medical Staff,PHYS_783120316b05,PHYS_3de3cf7c0cc7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/10/2023 13:31
PHYS_78f68b679b71,Hospital Staff,PHYS_62b941cfc911,PHYS_7febf21845e8,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,D/A,06/16/23 07:37 AM
PHYS_c4247c7dc770,Hospital Staff,PHYS_62b941cfc911,PHYS_7febf21845e8,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,D/A,07/14/23 03:48 PM
PHYS_4fc218f3c90d,Hospital Staff,PHYS_62b941cfc911,PHYS_7febf21845e8,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,4.0,4.0,D/A,07/14/23 03:49 PM
PHYS_43cdc67ea26f,Hospital Staff,PHYS_62b941cfc911,PHYS_7febf21845e8,3.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,D/A,07/14/23 03:51 PM
